Rxn name	Formula	Gene-reaction association	LB	UB	Objective
MIPC324PLC_SC	h2o_c + 0.01 mipc324_SC_c  -> cer3_24_c + h_c + manmi1p__D_c 	YER019W	  0.00	999999.00	  0.00
NDPK9	atp_c + idp_c  <=> adp_c + itp_c 	YKL067W	-999999.00	999999.00	  0.00
NFORTYRt	Nbfortyr_c  -> Nbfortyr_e 	YBR180W	  0.00	999999.00	  0.00
NFTYROX	2 Nfortyr_c + h_c + nadph_c  -> Nbfortyr_c + nadp_c 	YDR402C and YHR042W	  0.00	999999.00	  0.00
NH4t	nh4_e  <=> nh4_c 	YGR121C or YNL142W or YPR138C	-999999.00	999999.00	  0.00
NH4ti	nh4_c  -> nh4_e 	YDR384C	  0.00	999999.00	  0.00
NH4tm	nh4_c  <=> nh4_m 		-999999.00	999999.00	  0.00
NTD1	dump_c + h2o_c  -> duri_c + pi_c 		  0.00	999999.00	  0.00
G12MT1g	gdpmann_g + m2macchitppdol_g  -> gdp_g + h_g + m3macchitppdol_g 	YDR483W or YOR099W or YKR061W or YBR205W or YBR199W or YNL029C or YPL053C or YJL139C	  0.00	999999.00	  0.00
NTD10	h2o_c + xmp_c  -> pi_c + xtsn_c 		  0.00	999999.00	  0.00
NTD11	h2o_c + imp_c  -> ins_c + pi_c 	YOR155C	  0.00	999999.00	  0.00
NTD2	h2o_c + ump_c  -> pi_c + uri_c 	YGL224C	  0.00	999999.00	  0.00
NTD3	dcmp_c + h2o_c  -> dcyt_c + pi_c 		  0.00	999999.00	  0.00
NH4tn	nh4_c  <=> nh4_n 		-999999.00	999999.00	  0.00
NH4tp	nh4_c  <=> nh4_x 		-999999.00	999999.00	  0.00
NMNAT	atp_c + h_c + nmn_c  -> nad_c + ppi_c 	YGR010W	  0.00	999999.00	  0.00
NMNATm	atp_m + h_m + nmn_m  -> nad_m + ppi_m 	YLR328W	  0.00	999999.00	  0.00
NMNTP	h_e + nmn_e  -> h_c + nmn_c 		  0.00	999999.00	  0.00
NTD4	cmp_c + h2o_c  -> cytd_c + pi_c 	YGL224C	  0.00	999999.00	  0.00
G12MT2g	gdpmann_g + m3macchitppdol_g  -> gdp_g + h_g + m4macchitppdol_g 	YDR483W or YOR099W or YKR061W or YBR205W or YBR199W or YNL029C or YPL053C or YJL139C	  0.00	999999.00	  0.00
NTD5	dtmp_c + h2o_c  -> pi_c + thymd_c 		  0.00	999999.00	  0.00
NMNt2m	h_c + nmn_c  <=> h_m + nmn_m 		-999999.00	999999.00	  0.00
NMNt2p	h_c + nmn_c  <=> h_x + nmn_x 		-999999.00	999999.00	  0.00
NNAM	h2o_c + ncam_c  <=> nac_c + nh4_c 	YGL037C	-999999.00	999999.00	  0.00
G13MTg	gdpmann_g + macchitppdol_g  -> gdp_g + h_g + m1macchitppdol_g 		  0.00	999999.00	  0.00
NNAMrm	h2o_m + ncam_m  <=> nac_m + nh4_m 	YGL037C	-999999.00	999999.00	  0.00
NTD6	damp_c + h2o_c  -> dad_2_c + pi_c 		  0.00	999999.00	  0.00
NTD7	amp_c + h2o_c  -> adn_c + pi_c 		  0.00	999999.00	  0.00
NNATr	atp_c + h_c + nicrnt_c  -> dnad_c + ppi_c 	YLR328W	  0.00	999999.00	  0.00
NNATm	atp_m + h_m + nicrnt_m  -> dnad_m + ppi_m 	YLR328W	  0.00	999999.00	  0.00
NNDPR	2 h_c + prpp_c + quln_c  -> co2_c + ppi_c + nicrnt_c 	YFR047C	  0.00	999999.00	  0.00
NTD8	dgmp_c + h2o_c  -> dgsn_c + pi_c 		  0.00	999999.00	  0.00
NTD9	gmp_c + h2o_c  -> gsn_c + pi_c 		  0.00	999999.00	  0.00
NTP3	gtp_c + h2o_c  -> gdp_c + h_c + pi_c 		  0.00	999999.00	  0.00
G16MTg	gdpmann_g + m1macchitppdol_g  -> gdp_g + h_g + m2macchitppdol_g 		  0.00	999999.00	  0.00
G3PCt	g3pc_e  <=> g3pc_c 	YCR098C	-999999.00	999999.00	  0.00
NNDPRm	2 h_m + prpp_m + quln_m  -> co2_m + ppi_m + nicrnt_m 	YFR047C	  0.00	999999.00	  0.00
G3PD1ir	dhap_c + h_c + nadh_c  -> glyc3p_c + nad_c 	YDL022W	  0.00	999999.00	  0.00
NNMT	amet_c + ncam_c  -> 1mncam_c + ahcys_c 	YLR285W	  0.00	999999.00	  0.00
NTP4	dgtp_c + h2o_c  -> dgdp_c + h_c + pi_c 		  0.00	999999.00	  0.00
NTRLASE	2 h2o_c + ind3acnl_c  -> ind3ac_c + nh4_c 	YIL164C or YLR351C or YJL126W	  0.00	999999.00	  0.00
NTRLASE2	aprop_c + 2 h2o_c  -> ala__L_c + nh4_c 	YIL164C or YJL126W or YLR351C	  0.00	999999.00	  0.00
NTRLASE3	acybut_c + 2 h2o_c  -> glu__L_c + nh4_c 	YIL164C or YLR351C or YJL126W	  0.00	999999.00	  0.00
PEPDt3	h_e + pepd_e  -> h_c + pepd_c 	YKR093W	  0.00	999999.00	  0.00
G3PD1irm	dhap_m + h_m + nadh_m  -> glyc3p_m + nad_m 	YOL059W	  0.00	999999.00	  0.00
PETHCT	ctp_c + ethamp_c + h_c  -> cdpea_c + ppi_c 	YGR007W	  0.00	999999.00	  0.00
PETOHM_SC	amet_c + 0.01 pe_SC_c  -> ahcys_c + h_c + 0.01 ptdmeeta_SC_c 	YGR157W	  0.00	999999.00	  0.00
PEtg_SC	pe_SC_c  <=> pe_SC_g 		-999999.00	999999.00	  0.00
O2t	o2_e  <=> o2_c 		-999999.00	999999.00	  0.00
O2ter	o2_c  <=> o2_r 		-999999.00	999999.00	  0.00
O2tm	o2_c  <=> o2_m 		-999999.00	999999.00	  0.00
OAAt	oaa_c  <=> oaa_e 		-999999.00	999999.00	  0.00
PEtm_SC	pe_SC_c  <=> pe_SC_m 		-999999.00	999999.00	  0.00
OAAt2m	h_c + oaa_c  <=> h_m + oaa_m 	YKL120W	-999999.00	999999.00	  0.00
PEtv_SC	pe_SC_c  <=> pe_SC_v 		-999999.00	999999.00	  0.00
OBDHm	2obut_m + coa_m + nad_m  -> co2_m + ppcoa_m + nadh_m 		  0.00	999999.00	  0.00
PPM	r1p_c  <=> r5p_c 	YKL127W or YMR105C	-999999.00	999999.00	  0.00
OCBT	cbp_c + orn_c  -> citr__L_c + h_c + pi_c 	YJL088W	  0.00	999999.00	  0.00
OCDCAt	ocdca_e  -> ocdca_c 		  0.00	999999.00	  0.00
OCDCEAt	ocdcea_e  -> ocdcea_c 		  0.00	999999.00	  0.00
OCDCYAt	ocdcya_e  -> ocdcya_c 		  0.00	999999.00	  0.00
OHACT1	accoa_c + etoh_c  -> aces_c + coa_c 	YOR377W or YGR177C	  0.00	999999.00	  0.00
PFK	atp_c + f6p_c  -> adp_c + fdp_c + h_c 	YGR240C and YMR205C	  0.00	999999.00	  0.00
PFK26	atp_c + f6p_c  -> adp_c + f26bp_c + h_c 	YIL107C or YOL136C	  0.00	999999.00	  0.00
PFK_2	atp_c + tag6p__D_c  -> adp_c + h_c + tagdp__D_c 	YGR240C and YMR205C	  0.00	999999.00	  0.00
PFK_3	atp_c + s7p_c  -> adp_c + h_c + s17bp_c 	YGR240C and YMR205C	  0.00	999999.00	  0.00
PGAMT	gam1p_c  <=> gam6p_c 	YEL058W	-999999.00	999999.00	  0.00
OHACT2	accoa_c + iamoh_c  -> coa_c + iamac_c 	YOR377W or YGR177C	  0.00	999999.00	  0.00
PGCD	3pg_c + nad_c  -> 3php_c + h_c + nadh_c 	YER081W or YIL074C	  0.00	999999.00	  0.00
PPNCL2	4ppan_c + ctp_c + cys__L_c  -> 4ppcys_c + cmp_c + h_c + ppi_c 		  0.00	999999.00	  0.00
PGI	g6p_c  <=> f6p_c 	YBR196C	-999999.00	999999.00	  0.00
OHACT3	2mbtoh_c + accoa_c  -> 2mbac_c + coa_c 	YOR377W or YGR177C	  0.00	999999.00	  0.00
OHACT4	accoa_c + ibutoh_c  -> coa_c + ibutac_c 	YOR377W or YGR177C	  0.00	999999.00	  0.00
PGK	3pg_c + atp_c  <=> 13dpg_c + adp_c 	YCR012W	-999999.00	999999.00	  0.00
PGL	6pgl_c + h2o_c  -> 6pgc_c + h_c 	YNR034W or YHR163W or YGR248W or YCR073W_A	  0.00	999999.00	  0.00
PGM	2pg_c  <=> 3pg_c 	YKL152C or YDL021W or YOL056W	-999999.00	999999.00	  0.00
PGMT	g1p_c  <=> g6p_c 	YKL127W or YMR105C	-999999.00	999999.00	  0.00
PGPPAm_SC	h2o_m + 0.01 pgp_SC_m  -> 0.01 pg_SC_m + pi_m 		  0.00	999999.00	  0.00
OHACT5	2phetoh_c + accoa_c  -> coa_c + pheac_c 	YOR377W or YGR177C	  0.00	999999.00	  0.00
OHPBAT	glu__L_c + ohpb_c  <=> akg_c + phthr_c 	YOR184W	-999999.00	999999.00	  0.00
OMCDC	3c4mop_c + h_c  -> 4mop_c + co2_c 	YJR148W	  0.00	999999.00	  0.00
OMCDCm	3c4mop_m + h_m  -> 4mop_m + co2_m 	YHR208W	  0.00	999999.00	  0.00
OMPDC	h_c + orot5p_c  -> co2_c + ump_c 	YEL021W	  0.00	999999.00	  0.00
PHCDm	1p3h5c_m + 2 h2o_m + nad_m  -> e4hglu_m + h_m + nadh_m 	YHR037W	  0.00	999999.00	  0.00
PHCHGSm	1p3h5c_m + h2o_m + h_m  <=> 4hglusa_m 		-999999.00	999999.00	  0.00
PHEACt	pheac_c  -> pheac_e 		  0.00	999999.00	  0.00
ORNDC	h_c + orn_c  -> co2_c + ptrc_c 	YKL184W	  0.00	999999.00	  0.00
PPND	nad_c + pphn_c  -> 34hpp_c + co2_c + nadh_c 		  0.00	999999.00	  0.00
ORNTA	akg_c + orn_c  -> glu5sa_c + glu__L_c 	YLR438W	  0.00	999999.00	  0.00
ORNTACim	acorn_m + glu__L_m  -> acglu_m + orn_m 	YMR062C	  0.00	999999.00	  0.00
ORNt2r	h_e + orn_e  <=> h_c + orn_c 	YKR039W or YEL063C	-999999.00	999999.00	  0.00
ORNt3m	h_c + orn_m  <=> h_m + orn_c 	YOR130C	-999999.00	999999.00	  0.00
PHETA1	akg_c + phe__L_c  <=> glu__L_c + phpyr_c 	YHR137W or YGL202W	-999999.00	999999.00	  0.00
PHETRS	atp_c + phe__L_c + trnaphe_c  -> amp_c + ppi_c + phetrna_c 	YFL022C and YLR060W	  0.00	999999.00	  0.00
PHETRSm	atp_m + phe__L_m + trnaphe_m  -> amp_m + ppi_m + phetrna_m 	YPR047W	  0.00	999999.00	  0.00
PHEt2m	h_m + phe__L_m  <=> h_c + phe__L_c 		-999999.00	999999.00	  0.00
PHEt2r	h_e + phe__L_e  <=> h_c + phe__L_c 	YKR039W or YCL025C or YOL020W or YBR068C or YDR046C	-999999.00	999999.00	  0.00
ORPT	ppi_c + orot5p_c  <=> orot_c + prpp_c 	YML106W or YMR271C	-999999.00	999999.00	  0.00
OXAGm	h_m + oxag_m  <=> 2oxoadp_m + co2_m 		-999999.00	999999.00	  0.00
PI35BP5P_SC	h2o_c + 0.01 ptd135bp_SC_c  -> 0.01 ptd3ino_SC_c + pi_c 	YNL106C or YOR109W or YKL212W	  0.00	999999.00	  0.00
PPND2	pphn_c + nadp_c  -> 34hpp_c + co2_c + nadph_c 	YBR166C	  0.00	999999.00	  0.00
PI3P4K_SC	atp_c + 0.01 ptd3ino_SC_c  -> adp_c + h_c + 0.01 ptd134bp_SC_c 		  0.00	999999.00	  0.00
PI3P5K_SC	atp_c + 0.01 ptd3ino_SC_c  -> adp_c + h_c + 0.01 ptd135bp_SC_c 	YFR019W	  0.00	999999.00	  0.00
OXO2Ctm	akg_m + oxag_c  <=> akg_c + oxag_m 	YPL134C or YOR222W	-999999.00	999999.00	  0.00
P5CDm	1pyr5c_m + 2 h2o_m + nad_m  -> glu__L_m + h_m + nadh_m 		  0.00	999999.00	  0.00
PPNDH	h_c + pphn_c  -> co2_c + h2o_c + phpyr_c 	YNL316C	  0.00	999999.00	  0.00
P5CR	1pyr5c_c + 2 h_c + nadph_c  -> nadp_c + pro__L_c 	YER023W	  0.00	999999.00	  0.00
PACALDt	pacald_c  <=> pacald_e 		-999999.00	999999.00	  0.00
PACALDtm	pacald_c  <=> pacald_m 		-999999.00	999999.00	  0.00
PAK_SC	atp_c + 0.01 pa_SC_c  -> adp_c + 0.01 dagpy_SC_c 		  0.00	999999.00	  0.00
PAN4Ptm	pan4p_c  <=> pan4p_m 		-999999.00	999999.00	  0.00
PI45BP5P_SC	h2o_c + 0.01 ptd145bp_SC_c  -> 0.01 ptd4ino_SC_c + pi_c 	YNL106C or YOR109W or YOL065C or YIL002C	  0.00	999999.00	  0.00
PI45BPP_SC	h2o_c + 0.01 ptd145bp_SC_c  -> 0.01 12dgr_SC_c + h_c + mi145p_c 	YPL268W	  0.00	999999.00	  0.00
PI4P5K_SC	atp_c + 0.01 ptd4ino_SC_c  -> adp_c + h_c + 0.01 ptd145bp_SC_c 	YDR208W	  0.00	999999.00	  0.00
PIN3K_SC	atp_c + 0.01 ptd1ino_SC_c  -> adp_c + h_c + 0.01 ptd3ino_SC_c 	YKL203C or YLR240W or YJR066W	  0.00	999999.00	  0.00
PIN4K_SC	atp_c + 0.01 ptd1ino_SC_c  -> adp_c + h_c + 0.01 ptd4ino_SC_c 	YNL267W or YLR305C	  0.00	999999.00	  0.00
PIN4Kn_SC	atp_n + 0.01 ptd1ino_SC_n  -> adp_n + h_n + 0.01 ptd4ino_SC_n 	YNL267W	  0.00	999999.00	  0.00
PINOS_SC	0.01 cdpdag_SC_c + inost_c  -> cmp_c + h_c + 0.01 ptd1ino_SC_c 	YPR113W	  0.00	999999.00	  0.00
PIt2m	h_c + pi_c  <=> h_m + pi_m 	YJR077C	-999999.00	999999.00	  0.00
PANTS	ala_B_c + atp_c + pant__R_c  -> amp_c + h_c + pnto__R_c + ppi_c 	YIL145C	  0.00	999999.00	  0.00
PANTtm	pant__R_c  <=> pant__R_m 		-999999.00	999999.00	  0.00
PAPSR	paps_c + trdrd_c  -> 2 h_c + so3_c + pap_c + trdox_c 	( YPR167C and YLR043C ) or ( YPR167C and YGR209C )	  0.00	999999.00	  0.00
PAPt	pap_e  <=> pap_c 		-999999.00	999999.00	  0.00
PIt2n	h_c + pi_c  <=> h_n + pi_n 		-999999.00	999999.00	  0.00
PIt2p	h_c + pi_c  <=> h_x + pi_x 		-999999.00	999999.00	  0.00
PIt2r	h_e + pi_e  <=> h_c + pi_c 	YML123C or YCR037C or YBR296C or YJL198W or YNR013C	-999999.00	999999.00	  0.00
PAPtm	pap_c  <=> pap_m 		-999999.00	999999.00	  0.00
PIt2v	h_c + pi_c  <=> h_v + pi_v 		-999999.00	999999.00	  0.00
PAtm_SC	pa_SC_c  <=> pa_SC_m 		-999999.00	999999.00	  0.00
PPPG9tm	pppg9_c  <=> pppg9_m 		-999999.00	999999.00	  0.00
PC	atp_c + hco3_c + pyr_c  -> adp_c + h_c + oaa_c + pi_c 	YGL062W or YBR218C	  0.00	999999.00	  0.00
PCDAGAT	12dgr_SC_c + pc_SC_c  -> 1agpc_SC_c + triglyc_SC_c 	YNR008W	  0.00	999999.00	  0.00
PIt5m	oh1_m + pi_c  <=> oh1_c + pi_m 	YER053C	-999999.00	999999.00	  0.00
PLBP1I_SCe	h2o_e + 0.005 ptd1ino_SC_e  -> 0.02 dca_e + 0.06 ddca_e + 0.5 g3pi_e + h_e + 0.27 hdca_e + 0.17 hdcea_e + 0.05 ocdca_e + 0.24 ocdcea_e + 0.09 ocdcya_e + 0.1 ttdca_e 	YMR008C or YMR006C or YOL011W	  0.00	999999.00	  0.00
PLBPC_SC	h2o_c + 0.005 pc_SC_c  -> 0.06 ddca_c + 0.02 dca_c + 0.5 g3pc_c + h_c + 0.27 hdca_c + 0.17 hdcea_c + 0.05 ocdca_c + 0.24 ocdcea_c + 0.09 ocdcya_c + 0.1 ttdca_c 	YML059C	  0.00	999999.00	  0.00
PDE1	camp_c + h2o_c  -> amp_c + h_c 	YOR360C or YGL248W	  0.00	999999.00	  0.00
PLBPC_SCe	h2o_e + 0.005 pc_SC_e  -> 0.02 dca_e + 0.06 ddca_e + 0.5 g3pc_e + h_e + 0.27 hdca_e + 0.17 hdcea_e + 0.05 ocdca_e + 0.24 ocdcea_e + 0.09 ocdcya_e + 0.1 ttdca_e 	YMR006C or YMR008C	  0.00	999999.00	  0.00
PPPGOm	3 o2_m + 2 pppg9_m  -> 6 h2o_m + 2 ppp9_m 	YER014W	  0.00	999999.00	  0.00
PLD_SC	h2o_c + 0.01 pc_SC_c  -> chol_c + h_c + 0.01 pa_SC_c 	YKR031C	  0.00	999999.00	  0.00
PMANM	man1p_c  <=> man6p_c 	YFL045C	-999999.00	999999.00	  0.00
PMDPHT	5aprbu_c + h2o_c  -> 4r5au_c + pi_c 		  0.00	999999.00	  0.00
PMETM_SC	amet_c + 0.01 ptd2meeta_SC_c  -> ahcys_c + h_c + 0.01 pc_SC_c 	YJR073C	  0.00	999999.00	  0.00
PDE2	35cdamp_c + h2o_c  -> damp_c + h_c 	YOR360C	  0.00	999999.00	  0.00
PDE3	35cimp_c + h2o_c  -> h_c + imp_c 	YOR360C	  0.00	999999.00	  0.00
PDE4	35cgmp_c + h2o_c  -> gmp_c + h_c 	YOR360C	  0.00	999999.00	  0.00
PDE5	35ccmp_c + h2o_c  -> cmp_c + h_c 	YOR360C	  0.00	999999.00	  0.00
GCC2cm_copy2	dhlam_m + nad_m  -> h_m + lpam_m + nadh_m 	YIL125W and YDR148C and YFL018C	  0.00	999999.00	  0.00
PDHm	coa_m + nad_m + pyr_m  -> accoa_m + co2_m + nadh_m 	( YBR221C and YER178W ) and YNL071W and YFL018C and YGR193C	  0.00	999999.00	  0.00
PDX5POi	o2_c + pdx5p_c  <=> h2o2_c + pydx5p_c 	YBR035C	-999999.00	999999.00	  0.00
PENDPtm	pendp_c  <=> pendp_m 		-999999.00	999999.00	  0.00
PMEVK	5pmev_c + atp_c  -> 5dpmev_c + adp_c 	YMR220W	  0.00	999999.00	  0.00
PMI12346PH	h2o_c + ppmi12346p_c  -> h_c + minohp_c + pi_c 	YOR163W	  0.00	999999.00	  0.00
PMI12346PS	atp_c + minohp_c  -> adp_c + ppmi12346p_c 	YDR017C	  0.00	999999.00	  0.00
PEPAT	accoa_c + pepd_c  -> apep_c + coa_c + h_c 	YDL040C or YGR147C	  0.00	999999.00	  0.00
PPTTm	ipdp_m + pendp_m  -> hexdp_m + ppi_m 	YBR003W	  0.00	999999.00	  0.00
PMI1346PH	h2o_c + ppmi1346p_c  -> h_c + mi13456p_c + pi_c 	YOR163W	  0.00	999999.00	  0.00
PMI1346PS	atp_c + mi13456p_c  -> adp_c + ppmi1346p_c 	YDR017C	  0.00	999999.00	  0.00
PMPK	4ampm_c + atp_c  -> 2mahmp_c + adp_c 	YOL055C or YPL258C	  0.00	999999.00	  0.00
PPYRDC	h_c + phpyr_c  -> co2_c + pacald_c 	YLR044C or YLR134W or YGR087C or YDR380W	  0.00	999999.00	  0.00
PNP	pi_c + rnam_c  <=> h_c + ncam_c + r1p_c 		-999999.00	999999.00	  0.00
PNTK	atp_c + pnto__R_c  -> 4ppan_c + adp_c + h_c 	YDR531W	  0.00	999999.00	  0.00
PNTOt2	h_e + pnto__R_e  <=> h_c + pnto__R_c 	YCR028C	-999999.00	999999.00	  0.00
PYRDC2	acald_c + h_c + pyr_c  -> actn__R_c + co2_c 	YLR044C or YGR087C or YLR134W	  0.00	999999.00	  0.00
PYRt	pyr_c  -> pyr_e 		  0.00	999999.00	  0.00
POLYAO	N1aspmd_c + h2o_c + o2_c  -> aproa_c + aprut_c + h2o2_c 	YMR020W	  0.00	999999.00	  0.00
PRAGSr	atp_c + gly_c + pram_c  <=> adp_c + gar_c + h_c + pi_c 	YGL234W	-999999.00	999999.00	  0.00
POLYAO2	N1sprm_c + h2o_c + o2_c  -> N1aspmd_c + aproa_c + h2o2_c 	YMR020W	  0.00	999999.00	  0.00
POLYAO3	h2o_c + o2_c + sprm_c  -> aproa_c + h2o2_c + spmd_c 	YMR020W	  0.00	999999.00	  0.00
PYRt2	h_e + pyr_e  -> h_c + pyr_c 	YKL217W	  0.00	999999.00	  0.00
PYRt2m	h_c + pyr_c  <=> h_m + pyr_m 		-999999.00	999999.00	  0.00
PRAIS	atp_c + fpram_c  -> adp_c + air_c + 2 h_c + pi_c 	YGL234W	  0.00	999999.00	  0.00
PYRt2p	h_c + pyr_c  <=> h_x + pyr_x 		-999999.00	999999.00	  0.00
QUILSYN	cmusa_c  -> h2o_c + h_c + quln_c 		  0.00	999999.00	  0.00
PPA	h2o_c + ppi_c  -> h_c + 2 pi_c 	YBR011C	  0.00	999999.00	  0.00
PPAm	h2o_m + ppi_m  -> h_m + 2 pi_m 	YMR267W	  0.00	999999.00	  0.00
PPBNGS	2 5aop_c  -> 2 h2o_c + h_c + ppbng_c 	YGL040C	  0.00	999999.00	  0.00
PPCDC	4ppcys_c + h_c  -> co2_c + pan4p_c 		  0.00	999999.00	  0.00
PPCK	atp_c + oaa_c  -> adp_c + co2_c + pep_c 	YKR097W	  0.00	999999.00	  0.00
PRAIi	pran_c  -> 2cpr5p_c 	YDR007W	  0.00	999999.00	  0.00
QULNS	dhap_c + iasp_c  -> 2 h2o_c + quln_c + pi_c 		  0.00	999999.00	  0.00
PRAMPC	h2o_c + prbamp_c  -> prfp_c 	YCL030C	  0.00	999999.00	  0.00
QULNtm	quln_c  <=> quln_m 		-999999.00	999999.00	  0.00
RAFGH	h2o_c + raffin_c  -> gal_c + sucr_c 	YBR184W	  0.00	999999.00	  0.00
RBFK	atp_c + ribflv_c  -> adp_c + fmn_c + h_c 	YDR236C	  0.00	999999.00	  0.00
SLCBK2	atp_c + psphings_c  -> adp_c + h_c + psph1p_c 	YOR171C or YLR260W	  0.00	999999.00	  0.00
SLFAT	adp_c + h_c + so4_c  <=> aps_c + pi_c 	YCL050C	-999999.00	999999.00	  0.00
RBFKm	atp_m + ribflv_m  -> adp_m + fmn_m + h_m 	YDR236C	  0.00	999999.00	  0.00
PRASCSi	5aizc_c + asp__L_c + atp_c  <=> 25aics_c + adp_c + h_c + pi_c 	YAR015W	-999999.00	999999.00	  0.00
RBFSa	4r5au_c + db4p_c  -> dmlz_c + 2 h2o_c + pi_c 	YOL143C	  0.00	999999.00	  0.00
RBFSb	2 dmlz_c  -> 4r5au_c + ribflv_c 	YBR256C	  0.00	999999.00	  0.00
SO3ti	so3_c  -> so3_e 	YPL092W	  0.00	999999.00	  0.00
SO4ti	so4_e  -> so4_c 	YBR294W or YLR092W or YGR125W	  0.00	999999.00	  0.00
RBK	atp_c + rib__D_c  -> adp_c + h_c + r5p_c 	YCR036W	  0.00	999999.00	  0.00
SPH1Pter	sph1p_c  -> sph1p_r 		  0.00	999999.00	  0.00
RIBFLVt2	h_e + ribflv_e  -> h_c + ribflv_c 		  0.00	999999.00	  0.00
PRATPP	h2o_c + prbatp_c  -> h_c + ppi_c + prbamp_c 	YCL030C	  0.00	999999.00	  0.00
RIBFLVtm	ribflv_c  <=> ribflv_m 		-999999.00	999999.00	  0.00
SPHPL	sph1p_c  -> ethamp_c + hxdcal_c 	YDR294C	  0.00	999999.00	  0.00
RIBt2	h_e + rib__D_e  -> h_c + rib__D_c 		  0.00	999999.00	  0.00
PRFGS	atp_c + fgam_c + gln__L_c + h2o_c  -> adp_c + fpram_c + glu__L_c + h_c + pi_c 	YGR061C	  0.00	999999.00	  0.00
SPMDAT1	accoa_c + spmd_c  -> N1aspmd_c + coa_c + h_c 		  0.00	999999.00	  0.00
RNDR1	adp_c + trdrd_c  -> dadp_c + h2o_c + trdox_c 	(( YIL066C and YJL026W ) and YLR043C ) or (( YIL066C and YJL026W ) and YGR209C ) or (( YER070W and YJL026W ) and YLR043C ) or (( YER070W and YJL026W ) and YGR209C )	  0.00	999999.00	  0.00
PRMICI	prfp_c  -> prlp_c 	YIL020C	  0.00	999999.00	  0.00
RNDR1n	adp_n + trdrd_n  -> dadp_n + h2o_n + trdox_n 	(( YGR180C and YIL066C ) and YLR043C ) or (( YGR180C and YIL066C ) and YGR209C ) or (( YER070W and YGR180C ) and YLR043C ) or (( YER070W and YGR180C ) and YGR209C )	  0.00	999999.00	  0.00
SPMDt3i	h_c + spmd_e  -> h_e + spmd_c 	YOR273C or YLL028W	  0.00	999999.00	  0.00
SPMDtex2	spmd_c  -> spmd_e 	YKL174C	  0.00	999999.00	  0.00
RNDR2	gdp_c + trdrd_c  -> dgdp_c + h2o_c + trdox_c 	(( YER070W and YJL026W ) and YLR043C ) or (( YER070W and YJL026W ) and YGR209C )	  0.00	999999.00	  0.00
RNDR2n	gdp_n + trdrd_n  -> dgdp_n + h2o_n + trdox_n 	(( YER070W and YGR180C ) and YLR043C ) or (( YER070W and YGR180C ) and YGR209C )	  0.00	999999.00	  0.00
RNDR3	cdp_c + trdrd_c  -> dcdp_c + h2o_c + trdox_c 	(( YER070W and YJL026W ) and YLR043C ) or (( YER070W and YJL026W ) and YGR209C )	  0.00	999999.00	  0.00
RNDR3n	cdp_n + trdrd_n  -> dcdp_n + h2o_n + trdox_n 	(( YER070W and YGR180C ) and YLR043C ) or (( YER070W and YGR180C ) and YGR209C )	  0.00	999999.00	  0.00
SPMS	ametam_c + ptrc_c  -> 5mta_c + h_c + spmd_c 	YPR069C	  0.00	999999.00	  0.00
SPRMS	ametam_c + spmd_c  -> 5mta_c + h_c + sprm_c 	YLR146C	  0.00	999999.00	  0.00
SPRMt2i	h_c + sprm_e  -> h_e + sprm_c 	YLL028W or YPR156C or YOR273C or YGR138C	  0.00	999999.00	  0.00
SQ23EPXter	Ssq23epx_r  <=> Ssq23epx_c 		-999999.00	999999.00	  0.00
SQLEr	h_r + o2_r + nadph_r + sql_r  -> Ssq23epx_r + h2o_r + nadp_r 	YGR175C and YHR042W	  0.00	999999.00	  0.00
SQLErx	h_r + o2_r + nadh_r + sql_r  -> Ssq23epx_r + h2o_r + nad_r 	( YIL043C and YNL111C and YGR175C ) or ( YNL111C and YGR175C and YKL150W )	  0.00	999999.00	  0.00
RNDR4	trdrd_c + udp_c  -> dudp_c + h2o_c + trdox_c 	(( YER070W and YJL026W ) and YLR043C ) or (( YER070W and YJL026W ) and YGR209C )	  0.00	999999.00	  0.00
RNDR4n	trdrd_n + udp_n  -> dudp_n + h2o_n + trdox_n 	(( YER070W and YGR180C ) and YLR043C ) or (( YER070W and YGR180C ) and YGR209C )	  0.00	999999.00	  0.00
SQLS	2 frdp_c + h_c + nadph_c  -> 2 ppi_c + nadp_c + sql_c 	YHR190W	  0.00	999999.00	  0.00
RNMK	atp_c + rnam_c  -> adp_c + h_c + nmn_c 	YNL129W	  0.00	999999.00	  0.00
PRO1xm	nad_m + pro__L_m  -> 1pyr5c_m + 2 h_m + nadh_m 	YLR142W	  0.00	999999.00	  0.00
RNTR1	atp_c + trdrd_c  -> datp_c + h2o_c + trdox_c 	YLR043C or YGR209C	  0.00	999999.00	  0.00
RNTR2	gtp_c + trdrd_c  -> dgtp_c + h2o_c + trdox_c 	YLR043C or YGR209C	  0.00	999999.00	  0.00
SQLter	sql_c  <=> sql_r 		-999999.00	999999.00	  0.00
SRB_Lt	srb__L_e  <=> srb__L_c 		-999999.00	999999.00	  0.00
RNTR3	ctp_c + trdrd_c  -> dctp_c + h2o_c + trdox_c 	YGR209C or YLR043C	  0.00	999999.00	  0.00
PROTRS	atp_c + pro__L_c + trnapro_c  -> amp_c + ppi_c + protrna_c 	YER087W or YHR020W	  0.00	999999.00	  0.00
RNTR4	trdrd_c + utp_c  -> dutp_c + h2o_c + trdox_c 	YLR043C or YGR209C	  0.00	999999.00	  0.00
